Lead ID,Evidence ID,Brand,Evidence Type,Evidence Date,Title,Summary,Source Name,Source URL,What It Confirms,Reliability,Checked At,Run ID,Claim,Source,Source Date,Verified At,Confidence,Notes,Fact,Source Class
GRM-075,E-288,YOULAB,собственник,2026-06-26,Основатель YOULAB,В актуальной вакансии бизнес-ассистента Андрей Коренков прямо представляется основателем YOULAB,JobRun / HH,https://moskva.jobrun.ru/бизнес-адвокат-суспицин-андрей-витальевич-работа,Собственник и операционный ЛПР,MEDIUM,2026-07-29,,,,,,,,,
GRM-075,E-289,YOULAB,операционный масштаб,2026-07-29,Более 1 млн подарочных наборов,"Профиль работодателя сообщает о работе с 2018 года, более 1 млн разработанных и отправленных наборов, продажах на Wildberries, Ozon и Яндекс Маркете и корпоративных клиентах",HeadHunter,https://hh.ru/employer/5551819,Операционный масштаб и каналы продаж,HIGH,2026-07-29,,,,,,,,,
GRM-075,E-290,YOULAB,автоматизация,2025-01-01,Внедрение 1С УНФ,В январе 2025 года у ИП Коренкова внедрена 1С:Управление нашей фирмой на 5 автоматизированных рабочих местах,1С,https://solutions.1c.ru/projects/1368124/,Наличие операционной системы и минимум пяти рабочих мест,HIGH,2026-07-29,,,,,,,,,
GRM-075,E-291,YOULAB,бизнес-сигнал,2026-02-01,Масштабирование коммерческого блока,"Вакансия коммерческого директора требует масштабировать продажи, выстроить системные процессы и привести команду к результатам; предусмотрен прямой контакт с собственником",HeadHunter,https://hh.ru/vacancy/129435650,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-075,E-292,YOULAB,контакты,2026-07-29,Маршрут через работодателя,Профиль работодателя и вакансия дают практический корпоративный маршрут с возможностью адресовать сообщение собственнику; личные телефон и email не заявляются,HeadHunter,https://hh.ru/employer/5551819; https://hh.ru/vacancy/129435650,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-293,Magnitof,юридические данные,2026-07-29,ООО «МАГНИТОФ»,"Действующее ООО: ИНН 9723261402, ОГРН 1257700430250, зарегистрировано 29 сентября 2025 года; генеральный директор — Григорян Карен Робертович",РБК Компании,https://companies.rbc.ru/id/1257700430250-ooo-magnitof/,Действующее юрлицо и руководитель,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-294,Magnitof,собственник,2026-07-29,Учредитель ООО «МАГНИТОФ»,Учредителем ООО является Манучарян Рузанна Серёжаевна; генеральным директором — Григорян Карен Робертович,Xfirm,https://xfirm.ru/company/9723261402,Собственник и операционный ЛПР,MEDIUM,2026-07-29,,,,,,,,,
GRM-056,E-295,Magnitof,бренд и юрлицо,2026-07-29,Реквизиты Magnitof,"Официальный сайт публикует ООО «МАГНИТОФ», ИНН 9723261402 и ОГРН 1257700430250",Magnitof,https://magnitof.com/,Связь бренда с юридическим лицом,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-296,Magnitof,бренд и ЛПР,2025-06-10,Товарный знак MAGNITOF,Правообладателем зарегистрированного товарного знака MAGNITOF является Григорян Карен Робертович,РБК Компании,https://companies.rbc.ru/trademark/1122978/magnitof/,Связь бренда с генеральным директором,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-297,Magnitof,операционный масштаб,2026-07-29,Ассортимент и география,"Официальный сайт сообщает о более чем 400 видах продукции на складе, прямых поставках с производства в Китае и доставке по России и СНГ",Magnitof,https://magnitof.pro/,Операционный масштаб и каналы,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-298,Magnitof,бизнес-сигнал,2026-02-05,Систематизация и масштабирование продаж,"Вакансия руководителя отдела продаж предусматривает внедрение KPI, скриптов и отчётности, развитие каналов, контроль конверсии, среднего чека и маржинальности, прямое взаимодействие с собственником",HeadHunter,https://hh.ru/vacancy/130210715,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-299,Magnitof,контакты,2026-07-29,Корпоративные маршруты,"Официальные сайты публикуют телефоны, email info@magnitof.com, Telegram, WhatsApp и формы; HH даёт дополнительный маршрут через работодателя",Magnitof / HeadHunter,https://magnitof.com/; https://magnitof.pro/; https://hh.ru/vacancy/130210715,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-077,E-300,Алтайский заготовитель,юридические данные,2026-07-29,ООО «ЦВЕТ ЛЕТА»,"Действующее ООО: ИНН 2222875776, ОГРН 1192225014629, зарегистрировано 19 апреля 2019 года; директор — Коростелев Денис Владиславович",РБК Компании,https://companies.rbc.ru/id/1192225014629-obschestvo-s-ogranichennoj-otvetstvennostyu-tsvet-leta/,Действующее юрлицо и руководитель,HIGH,2026-07-29,,,,,,,,,
GRM-077,E-301,Алтайский заготовитель,собственник,2026-07-29,Учредитель ООО «ЦВЕТ ЛЕТА»,Коростелев Денис Владиславович является единственным учредителем с долей 100% и директором компании,Т-Банк,https://www.tbank.ru/business/contractor/legal/1192225014629/,Собственник и операционный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-077,E-302,Алтайский заготовитель,бренд и юрлицо,2026-07-29,Реквизиты официального сайта,"Официальный сайт указывает ООО «ЦВЕТ ЛЕТА», ИНН 2222875776 и ОГРН 1192225014629",Алтайский заготовитель,https://apteka-altai.ru/contacts/,Связь бренда с юридическим лицом,HIGH,2026-07-29,,,,,,,,,
GRM-077,E-303,Алтайский заготовитель,бренд и юрлицо,2022-10-03,Товарный знак «АЛТАЙСКИЙ ЗАГОТОВИТЕЛЬ»,Правообладателем зарегистрированного товарного знака является ООО «ЦВЕТ ЛЕТА»,РБК Компании,https://companies.rbc.ru/trademark/895122/altajskij-zagotovitel/,Дополнительное подтверждение связи бренда с юрлицом,HIGH,2026-07-29,,,,,,,,,
GRM-077,E-304,Алтайский заготовитель,финансовый масштаб,2025-12-31,Финансовые показатели 2025,"Выручка за 2025 год — 196,79 млн ₽, прибыль — 27,07 млн ₽; компания отнесена к микробизнесу",Т-Банк,https://www.tbank.ru/business/contractor/legal/1192225014629/,Масштаб и финансовая устойчивость,HIGH,2026-07-29,,,,,,,,,
GRM-077,E-305,Алтайский заготовитель,операционный масштаб,2026-07-29,Производство и каналы,"Официальные сайты подтверждают собственное производство, более 10 лет работы, 50+ сотрудников в производственном контуре, 95+ готовых рецептур, опт, СТМ и продажи по России и за рубеж",Алтайский заготовитель,https://apteka-altai.ru/company/; https://stm.apteka-altai.ru/; https://opt.apteka-altai.ru/,Операционный масштаб и диверсификация каналов,HIGH,2026-07-29,,,,,,,,,
GRM-077,E-306,Алтайский заготовитель,бизнес-сигнал,2026-01-22,Масштабирование маркетплейсов,"Вакансия руководителя продаж на маркетплейсах предусматривает управление выручкой и маржой, рекламой, аналитикой и командой 3–5 человек, а также прямое взаимодействие с собственником",HeadHunter,https://hh.ru/vacancy/129388823,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-077,E-307,Алтайский заготовитель,контакты,2026-07-29,Корпоративные маршруты,"Официальные сайты публикуют телефоны, email, WhatsApp, Telegram, WeChat и формы; HH даёт дополнительный маршрут через работодателя",Алтайский заготовитель / HeadHunter,https://apteka-altai.ru/contacts/; https://opt.apteka-altai.ru/; https://stm.apteka-altai.ru/; https://hh.ru/vacancy/129388823,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-078,E-308,ТоталТехКом,юридические данные,2026-07-29,ООО «ТОТАЛТЕХКОМ»,"Действующее ООО: ИНН 7728433789, ОГРН 1187746609071, зарегистрировано 28 июня 2018 года",РБК Компании,https://companies.rbc.ru/id/1187746609071-ooo-totaltehkom/,Действующее юрлицо,HIGH,2026-07-29,,,,,,,,,
GRM-078,E-309,ТоталТехКом,собственник,2026-07-29,Руководитель и учредитель,Романьков Михаил Владимирович является генеральным директором и единственным учредителем с долей 100%,Т-Банк,https://www.tbank.ru/business/contractor/legal/1187746609071/,Собственник и операционный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-078,E-310,ТоталТехКом,финансовый масштаб,2025-12-31,Финансовые показатели 2025,"Выручка за 2025 год — 299,224 млн ₽, чистая прибыль — 6,212 млн ₽",РБК Компании,https://companies.rbc.ru/amp/ogrn/1187746609071/,Финансовый масштаб,HIGH,2026-07-29,,,,,,,,,
GRM-078,E-311,ТоталТехКом,операционный масштаб,2026-07-29,Продажи и сервис складской техники,"Официальный сайт подтверждает поставки грузоподъёмной и складской техники, подбор оборудования, ремонт и сервис; компания называет себя официальным поставщиком JAC&SHANN в РФ",ТоталТехКом,https://totaltehkom.ru/,Операционный профиль и масштаб,HIGH,2026-07-29,,,,,,,,,
GRM-078,E-312,ТоталТехКом,бизнес-сигнал,2026-02-02,Рост и систематизация отдела продаж,"В вакансии собственник Михаил прямо сообщает о росте компании и ищет РОП для управления продажами, командой и дальнейшего масштабирования",HeadHunter,https://hh.ru/vacancy/130073979,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-078,E-313,ТоталТехКом,контакты,2026-07-29,Корпоративные маршруты,"Официальный сайт публикует телефоны, email и форму; HH даёт дополнительный маршрут через работодателя",ТоталТехКом / HeadHunter,https://totaltehkom.ru/; https://hh.ru/vacancy/130073979,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-079,E-314,Flaconia Pro,юридические данные,2026-07-29,ИП Филигаров Максим Игоревич,"Действующий ИП: ИНН 772880332527, ОГРНИП 321774600002766, зарегистрирован 13 января 2021 года",РБК Компании,https://companies.rbc.ru/persons/ogrnip/321774600002766-filigarov-maksim-igorevich/,Действующая юридическая база,HIGH,2026-07-29,,,,,,,,,
GRM-079,E-315,Flaconia Pro,связь бренда с владельцем,2026-07-29,Товарный знак FLACONIA PRO,Правообладателем зарегистрированного товарного знака FLACONIA PRO является Филигаров Максим Игоревич,РБК Компании,https://companies.rbc.ru/trademark/1145369/flaconia-pro/,Собственник бренда и операционный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-079,E-316,Flaconia Pro,официальные реквизиты,2026-07-29,Реквизиты бизнеса,"Официальный сайт публикует ИП Филигарова Максима Игоревича, ИНН 772880332527 и ОГРНИП 321774600002766",Flaconia Pro,https://flaconia.pro/page/about-us,Связь сайта и бренда с ИП,HIGH,2026-07-29,,,,,,,,,
GRM-079,E-317,Flaconia Pro,операционный масштаб,2026-07-29,B2B-поставка упаковки,"Официальный сайт подтверждает поставки тары и укупорки производствам, оптовые и небольшие заказы, регулярные поставки комплектующих из Китая",Flaconia Pro,https://flaconia.pro/page/about-us,Операционный профиль и B2B-модель,HIGH,2026-07-29,,,,,,,,,
GRM-079,E-318,Flaconia Pro,производственный масштаб,2026-07-29,Производство полного цикла,Официальный сайт заявляет более 70 машин и производственную мощность свыше 550 000 единиц продукции в сутки,Flaconia Pro,https://flaconia.pro/page/production,Подтверждённый операционный масштаб,HIGH,2026-07-29,,,,,,,,,
GRM-079,E-319,Flaconia Pro,бизнес-сигнал,2026-01-16,Системный рост B2B-продаж,Компания находится в фазе системного роста и ищет руководителя для построения и масштабирования отдела продаж как бизнес-функции,HeadHunter,https://hh.ru/vacancy/129535513,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-079,E-320,Flaconia Pro,контакты,2026-07-29,Корпоративные маршруты,"Официальный сайт публикует телефон, email и форму обратной связи; HH предоставляет дополнительный маршрут через работодателя",Flaconia Pro / HeadHunter,https://flaconia.pro/page/contacts; https://flaconia.pro/page/agreement; https://hh.ru/vacancy/129535513,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-028,E-321,Авто Сувенир,юридические данные,2026-07-29,ООО «Авто Сувенир»,"Действующее ООО: ИНН 7743799795, ОГРН 1107746944360, зарегистрировано 19 ноября 2010 года",РБК Компании,https://companies.rbc.ru/id/1107746944360-ooo-avto-suvenir/,Действующая юридическая база,HIGH,2026-07-29,,,,,,,,,
GRM-028,E-322,Авто Сувенир,собственник и ЛПР,2026-07-29,Зевакин Алексей Владимирович,Зевакин Алексей Владимирович указан единственным учредителем с долей 100% и генеральным директором,РБК Компании,https://companies.rbc.ru/id/1107746944360-ooo-avto-suvenir/,Собственник и операционный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-028,E-323,Авто Сувенир,финансовый масштаб,2025-12-31,Финансовые показатели 2025,"Выручка за 2025 год составила 50 181 000 ₽, прибыль — 5 468 000 ₽; выручка снизилась с 75 580 000 ₽",РБК Компании,https://companies.rbc.ru/id/1107746944360-ooo-avto-suvenir/,Масштаб и дополнительный сигнал необходимости восстановления роста,HIGH,2026-07-29,,,,,,,,,
GRM-028,E-324,Авто Сувенир,операционный масштаб,2026-07-29,Численность и товарный знак,Среднесписочная численность — 9 сотрудников; у компании зарегистрирован товарный знак PD PRESENT DAY,РБК Компании,https://companies.rbc.ru/id/1107746944360-ooo-avto-suvenir/,Малый частный бизнес и связь с товарным брендом,HIGH,2026-07-29,,,,,,,,,
GRM-028,E-325,Авто Сувенир,бизнес-сигнал,2026-02-05,Построение отдела продаж с нуля,"Компания ищет руководителя для построения отдела продаж с нуля по нескольким направлениям, ключевое — B2B; задачи включают личные продажи, команду, CRM, воронку и unit-экономику",HeadHunter,https://hh.ru/vacancy/130066730,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-028,E-326,Авто Сувенир,маркетинговый сигнал,2026-02-05,Стратегический маркетинг и аналитика,"Параллельная вакансия маркетолога включает стратегический маркетинг, аналитику, упаковку бренда и онлайн-развитие",HeadHunter,https://hh.ru/vacancy/130066841,Синхронная перестройка продаж и маркетинга,MEDIUM,2026-07-29,,,,,,,,,
GRM-028,E-327,Авто Сувенир,контакты,2026-07-29,Корпоративный маршрут,Карточка организации публикует телефон +7 (495) 222-00-96; HH предоставляет маршрут через работодателя,Яндекс Карты / HeadHunter,https://yandex.com/maps/org/avto_suvenir/88775955424/; https://hh.ru/vacancy/130066730,Практический маршрут связи,MEDIUM,2026-07-29,,,,,,,,,
GRM-024,E-328,MARROB,юридические данные,2026-07-29,ООО «МАРРОБ РУС»,"Действующее ООО: ИНН 5032331540, ОГРН 1215000079304, зарегистрировано 4 августа 2021 года",РБК Компании,https://companies.rbc.ru/id/1215000079304-obschestvo-s-ogranichennoj-otvetstvennostyu-marrob-rus/,Действующая юридическая база,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-329,MARROB,собственник и ЛПР,2026-07-29,Шабалтас Наталья Анатольевна,Шабалтас Наталья Анатольевна указана единственным учредителем с долей 100% и генеральным директором,За честный бизнес,https://zachestnyibiznes.ru/company/ul/1215000079304_5032331540,Собственник и операционный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-330,MARROB,финансовый масштаб,2024-12-31,Финансовые показатели 2024,Выручка за 2024 год составила 12 679 000 ₽,РБК Компании,https://companies.rbc.ru/alphabetical-catalog/companies/m-a-r/24/,Финансовый масштаб малого бизнеса,MEDIUM,2026-07-29,,,,,,,,,
GRM-024,E-331,MARROB,связь бренда и юрлица,2026-07-29,Официальные реквизиты MARROB,"Официальный сайт публикует ООО «МАРРОБ РУС», ИНН 5032331540 и ОГРН 1215000079304",MARROB,https://marrob.ru/kontakty/,Связь бренда с юридическим лицом,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-332,MARROB,операционный масштаб,2026-07-29,Производство и реализованные объекты,"Официальный сайт заявляет 6500+ реализованных объектов, работу с 2016 года и производственную мощность до 3000 м² в месяц",MARROB,https://marrob.ru/,Операционный масштаб и собственное производство,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-333,MARROB,бизнес-сигнал,2026-02-05,Построение отдела продаж с нуля,"Вакансия предусматривает создание отдела продаж с нуля, внедрение CRM, воронки, скриптов, регламентов, KPI, управление конверсией, средним чеком и маржой, прямое взаимодействие с собственником",HeadHunter,https://hh.ru/vacancy/130209818,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-024,E-334,MARROB,контакты,2026-07-29,Корпоративные маршруты,"Официальный сайт публикует телефоны +7 (499) 647-59-10 и +7 (916) 666-23-35, email sale@marrob.ru и info@marrob.ru, а также формы обратной связи",MARROB,https://marrob.ru/; https://marrob.ru/kontakty/,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-031,E-335,ACELED / Линии Света,юридические данные,2026-07-29,ООО «ТОРГ-ЛАЙТ»,"Действующее ООО: ИНН 7723401350, ОГРН 1157746682576, зарегистрировано 27 июля 2015 года",РБК Компании,https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,Действующая юридическая база,HIGH,2026-07-29,,,,,,,,,
GRM-031,E-336,ACELED / Линии Света,собственник и ЛПР,2026-07-29,Кобылян Александр Александрович,Кобылян Александр Александрович указан единственным учредителем с долей 100% и генеральным директором,РБК Компании,https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,Собственник и операционный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-031,E-337,ACELED / Линии Света,финансовый масштаб,2025-12-31,Финансовые показатели 2025,Выручка за 2025 год составила 64 136 000 ₽; финансовый результат — убыток 1 056 000 ₽,РБК Компании,https://companies.rbc.ru/id/1157746682576-ooo-torg-lajt/,Финансовый масштаб и актуальная задача прибыльности,HIGH,2026-07-29,,,,,,,,,
GRM-031,E-338,ACELED / Линии Света,связь бренда и юрлица,2026-07-29,Официальные реквизиты ACELED,"Официальный сайт публикует ООО «Торг-Лайт», ИНН 7723401350, ОГРН 1157746682576, корпоративный телефон и email",ACELED / Линии Света,https://aceled.ru/contacts,Связь бренда с юридическим лицом,HIGH,2026-07-29,,,,,,,,,
GRM-031,E-339,ACELED / Линии Света,операционный масштаб,2026-02-02,Собственное производство светотехники,"Компания описывает собственную производственную площадку и выпуск светильников для офисных, торговых, промышленных объектов, жилых комплексов и архитектурного освещения",HeadHunter,https://hh.ru/vacancy/129460624,Собственное производство и продуктовый масштаб,HIGH,2026-07-29,,,,,,,,,
GRM-031,E-340,ACELED / Линии Света,бизнес-сигнал,2026-02-23,Создание отдела продаж с нуля,"Вакансия предусматривает создание отдела продаж с нуля, рост выручки и прибыльности, развитие B2B, проектного и дилерского каналов, CRM, KPI, мотивацию и масштабирование",HeadHunter,https://hh.ru/vacancy/129668251,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-031,E-341,ACELED / Линии Света,контакты,2026-07-29,Корпоративные маршруты,"Официальный сайт публикует телефон 8 (800) 500-44-63, email sales@aceled.ru и форму обратного звонка",ACELED / Линии Света,https://aceled.ru/contacts; https://aceled.ru/page75337966.html,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-342,Литтек,юридические данные,2026-07-29,ООО «ЛИТТЕК»,"Действующее ООО: ИНН 7806523560, ОГРН 1147847126162, зарегистрировано 8 апреля 2014 года",РБК Компании,https://companies.rbc.ru/id/1147847126162-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-littek/,Действующая юридическая база,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-343,Литтек,собственник и ЛПР,2026-07-29,Егоров Максимилиан Александрович,Егоров Максимилиан Александрович указан единственным учредителем с долей 100% и генеральным директором,РБК Компании,https://companies.rbc.ru/id/1147847126162-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-littek/,Собственник и операционный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-344,Литтек,финансовый масштаб,2025-12-31,Финансовые показатели 2025,Выручка за 2025 год составила 121 548 000 ₽; чистая прибыль — 16 015 000 ₽,РБК Компании,https://companies.rbc.ru/id/1147847126162-ooo-obschestvo-s-ogranichennoj-otvetstvennostyu-littek/,Финансовый масштаб,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-345,Литтек,связь бренда и юрлица,2026-07-29,Официальные реквизиты Литтек,"Официальный сайт публикует ООО «ЛИТТЕК», ИНН 7806523560 и ОГРН 1147847126162",Литтек,https://littek.ru/contacts,Связь бренда с юридическим лицом,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-346,Литтек,операционный масштаб,2026-07-29,Промышленный B2B и производство,"Компания работает с 2014 года и производит и поставляет резинотехническую, силиконовую и полимерную продукцию для промышленных предприятий",Литтек,https://littek.ru/o-nas,Операционный масштаб и специализация,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-347,Литтек,бизнес-сигнал,2026-02-05,Рост и реорганизация отдела продаж,"Вакансия предусматривает развитие CRM, регламентов и стандартов, управление B2B-командой, автоматизацию и опыт вывода отдела продаж на рост x2; заявлено прямое взаимодействие с собственником",HeadHunter,https://spb.hh.ru/vacancy/130055246,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-066,E-348,Литтек,контакты,2026-07-29,Корпоративные маршруты,"Официальный сайт публикует телефон +7 (812) 509-58-70, email info@littek.ru и littek@yandex.ru",Литтек,https://littek.ru/contacts,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-047,E-349,АЙБИПИ,юридические данные,2026-07-29,ООО «АЙБИПИ»,"Действующее ООО: ИНН 7730595201, ОГРН 1097760004946, зарегистрировано 11 января 2009 года",РБК Компании,https://companies.rbc.ru/id/1097760004946-ooo-oksimat/,Действующая юридическая база,HIGH,2026-07-29,,,,,,,,,
GRM-047,E-350,АЙБИПИ,ЛПР,2026-07-29,Иванов Виктор Константинович,Официальная страница реквизитов указывает Иванова Виктора Константиновича директором ООО «АЙБИПИ»,АЙБИПИ,https://aibipi.ru/rekvizity/,Полномочный операционный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-047,E-351,АЙБИПИ,связь бренда и юрлица,2026-07-29,Официальные реквизиты АЙБИПИ,"Официальный сайт публикует ООО «АЙБИПИ», ИНН 7730595201 и ОГРН 1097760004946",АЙБИПИ,https://aibipi.ru/kontakty/,Связь бренда с юридическим лицом,HIGH,2026-07-29,,,,,,,,,
GRM-047,E-352,АЙБИПИ,операционный масштаб,2026-07-29,Производство и реализованные проекты,"Компания заявляет более 10 лет работы, собственное производство более 4000 м², 300+ реализованных проектов и 100+ крупных клиентов",АЙБИПИ,https://aibipi.ru/o-kompanii/,Операционный масштаб,HIGH,2026-07-29,,,,,,,,,
GRM-047,E-353,АЙБИПИ,коммерческий масштаб,2026-07-29,Высокий чек проектных решений,"Официальный сайт указывает решения от 2 млн ₽ и реализованные проекты от 2,9 млн ₽",АЙБИПИ,https://aibipi.ru/,Коммерческий масштаб и проектный B2B-чек,HIGH,2026-07-29,,,,,,,,,
GRM-047,E-354,АЙБИПИ,бизнес-сигнал,2026-01-22,Коммерческий директор для роста прибыли и маржи,"Вакансия включает ответственность за выручку и маржу, план прибыли на 2026 год, рост конверсии, новых продуктов и маржинальности; заявлены прямая коммуникация с собственником и масштабирование",HeadHunter,https://hh.ru/vacancy/129774536,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-047,E-355,АЙБИПИ,контакты,2026-07-29,Корпоративные маршруты,"Официальный сайт публикует телефон +7 (963) 716-23-59, email contact@ibp.com.ru и info@ibp.com.ru, форму заявки и Telegram",АЙБИПИ,https://aibipi.ru/kontakty/,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-362,Magnitof,юридические данные,2026-07-29,ООО «МАГНИТОФ»,"Действующее ООО: ИНН 9723261402, ОГРН 1257700430250, зарегистрировано 29 сентября 2025 года",РБК Компании,https://companies.rbc.ru/id/1257700430250-ooo-magnitof/,Действующая юридическая база,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-363,Magnitof,собственник,2026-07-29,Манучарян Рузанна Серёжаевна,Указана единственным учредителем ООО «МАГНИТОФ» с долей 100%,РБК Компании,https://companies.rbc.ru/id/1257700430250-ooo-magnitof/,Собственник компании,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-364,Magnitof,ЛПР,2026-07-29,Григорян Карен Робертович,Указан генеральным директором ООО «МАГНИТОФ»,РБК Компании,https://companies.rbc.ru/id/1257700430250-ooo-magnitof/,Полномочный операционный ЛПР,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-365,Magnitof,связь бренда и юрлица,2026-07-29,Реквизиты Magnitof,"Официальные страницы бренда публикуют ООО «Магнитоф», ИНН 9723261402 и ОГРН 1257700430250",Magnitof,https://magnitof.com/aktau/,Связь бренда с юридическим лицом,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-366,Magnitof,операционный масштаб,2026-07-29,Ассортимент и производство,"Официальный сайт заявляет более 400 видов продукции на складе, собственное производство в Китае, изготовление магнитов на заказ, оптовые поставки и доставку по России и СНГ",Magnitof,https://magnitof.pro/,Операционный масштаб и B2B/B2C модель,MEDIUM,2026-07-29,,,,,,,,,
GRM-056,E-367,Magnitof,бизнес-сигнал,2026-02-05,Систематизация и масштабирование продаж,"Вакансия руководителя отдела продаж описывает B2B и B2C, внедрение KPI, стандартов, аналитики конверсии, среднего чека и маржинальности, развитие каналов и прямое взаимодействие с собственником",HeadHunter,https://hh.ru/vacancy/130210715,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-29,,,,,,,,,
GRM-056,E-368,Magnitof,контакты,2026-07-29,Корпоративные маршруты,"Официальный сайт публикует телефон +7 (495) 198-12-77, email info@magnitof.com, WhatsApp и Telegram",Magnitof,https://magnitof.pro/,Практический маршрут связи,HIGH,2026-07-29,,,,,,,,,
GRM-052,E-369,YURSUS,юридические данные,2026-07-30,ИП Гармаш Юрий Владимирович,"Действующий ИП: ИНН 540446068887, ОГРНИП 322547600048993, зарегистрирован 1 апреля 2022 года; основной вид деятельности — производство мебели для офисов и предприятий торговли",РБК Компании,https://companies.rbc.ru/persons/ogrnip/322547600048993-garmash-yurij-vladimirovich/,Действующая юридическая база,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-370,YURSUS,статус и масштаб,2026-07-30,Реестр МСП,ИП действует и отнесён к категории микробизнеса; сведения ЕГРИП достоверны,Точка,https://check.tochka.com/company/322547600048993/,Статус бизнеса и масштаб,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-371,YURSUS,собственник и ЛПР,2026-07-30,Юрий Гармаш — основатель YURSUS,Официальный сайт называет Юрия Гармаша основателем Сибирской фабрики мебели YURSUS; ИП зарегистрирован на его имя,YURSUS,https://www.yursus.ru/,Собственник и операционный ЛПР,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-372,YURSUS,связь бренда и владельца,2025-12-12,Товарный знак YURSUS,Товарный знак YURSUS №1176576 зарегистрирован на Гармаша Юрия Владимировича,РБК Компании,https://companies.rbc.ru/trademark/1176576/yursus/,Связь бренда с владельцем,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-373,YURSUS,операционный масштаб,2026-07-30,Производство и география,"Официальный сайт подтверждает производство полного цикла, современные станки с ЧПУ, мебель для дома, офисов и бизнеса, 500+ проектов и работу по России и СНГ",YURSUS,https://www.yursus.ru/,Операционный масштаб и B2B/B2C модель,MEDIUM,2026-07-30,,,,,,,,,
GRM-052,E-374,YURSUS,бизнес-сигнал,2026-01-26,Построение отдела продаж с нуля,"Вакансия описывает создание отдела B2B/B2C с нуля, стратегию каналов, Битрикс24, воронку, KPI, LTV, конверсию, ключевых клиентов и прямую работу с собственником",HeadHunter,https://novosibirsk.hh.ru/vacancy/129853833,Прямой S1-сигнал коммерческой трансформации,HIGH,2026-07-30,,,,,,,,,
GRM-052,E-375,YURSUS,контакты,2026-07-30,Корпоративные маршруты,"Официальный сайт публикует телефоны +7 913 605-15-69 и +7 923 107-01-20, email yursus.mebel@yandex.ru и форму связи; 2ГИС подтверждает Telegram, VK и WhatsApp",YURSUS / 2ГИС,https://www.yursus.ru/; https://2gis.ru/novosibirsk/firm/70000001064721876,Практический маршрут связи,HIGH,2026-07-30,,,,,,,,,
