Дата,Компания,Событие,Сигнал,Балл,Почему интересно,Источник,Ссылка,Статус
2022-04-01T07:00:00+00:00,target=,Почему небольшим студиям нужен операционный директор — пример Futurlab - skillbox.ru,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQX2hkZElYSi03MjFIN3QtRkpuWmcwMElCWnNZNkxVSDhmXzBKYzVhenlya2RlYkt2YUUtMkx5dWM1TG1oeXVtVFF4YXRicUYzUW5tT191eGZRcUlqX0thR1JnOERVa1B2S1dIUVQwQjQ0cFV4eEVvU2xuOTRmZ0ZvRUNKR05yMkE0SnFTQ3NmeDYxVVJqUC1ZdVJydENpa3M1Z3JTUzFCaWh1Y1E?oc=5,new
2021-06-10T07:00:00+00:00,target=,"Операционный директор: кто это, какие задачи решает в компании и как не ошибиться с кандидатом - MC.today",management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMitAFBVV95cUxPTkxuMGFCeDlFX1JFX01SLXVDcEYxaTlCNjBrZHcwSlBwZjFMZE1KaWRxTm02djBuT2ozaURnUEJTcWxGUHM3MFlqNTdReXhOTnpObzhsTkV4UXZiOWUwQVVfSGl6MHlCeWFPcUYyR1VPN2pDdE5lNGRFTG9EOFdqdmp3eEw1cHlrZXV2SFNnaWdMbGFvRUZoQ1FPblBKTUlLNlBXRjNnNkJBZ2hraS1XYU1MVjbSAboBQVVfeXFMT2NPaV9qSU9wZjViVVlKajJOTll3UHRrNTVaaGowUVJnaUlLMW16ZndoQzdtNzVhWHV6OWNXNVp1alVad3o5RXd0Qm1wY0tpaXJfY21MVmd1cW5JYUN0Y3dQV3FUNzFuRlJVUm9JaGFBUkIxcGVyeEc2cS1HWm5hM1VOQnFmeDlqRDQ0Wm90TkRKYk9ZT0lQLVRmakhRSmlXZWt3bHhwMWkyMTlCY0ZjLVBmWWluSXU4aU9B?oc=5,new
2021-06-01T07:00:00+00:00,Ленты,COO «Ленты» Деффингер ушел из компании после 10 лет работы на RB.RU - RB.ru,management_hire,30,Найден сигнал «management_hire»: coo.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1QVW9ZeTVKMXFKeTNwU1VfdnZXWmFYNG9Ubko5ckhGRTRTSUlmUzFJNmhORmJ6UDZsMGZnbXVGYXpaamdTbWtLcHI0LWdpVHUzd3RCaw?oc=5,new
2021-03-01T08:00:00+00:00,Норникеля,"Операционный директор ""Норникеля"" покинул компанию - Интерфакс",management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5MdmpSRktBcldKdjZvc29DN3F3LVBhVVEwczh4Y0ItR3hidHU3NmJsdmtTNDhFaURkUFcyWDVSUHhxVTRFMGh1NmFjUTFjRWY20gFKQVVfeXFMT0hkaktLMDRXVGpLQUp0NzJfOV9JTG41UlpycHFjUm9BUmhqTEYwTkZ4U3B1ZkZhZldyQjdrclRKZUJvNjZLMzg5aUE?oc=5,new
2021-02-01T08:00:00+00:00,target=,Новый директор по продажам и маркетингу Lexus | Новости - АвтоБизнесРевю,management_hire,30,Найден сигнал «management_hire»: директор по продажам.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMigAFBVV95cUxQRkZaRGd1T0ZjLWxadmhkNXdpVmkwSEk5QXhSbDFVVzh0T3VFZ0FJX0VvLTQwNDBDMGlELUdFSEpiS3ZfcWtSNHZfRGljd0dESVB4cjBXbzNwTkFVMm1MNzdFMFBPUldXc0ltY19WOVhfbG12a1liNnEtcTB0TXFncA?oc=5,new
2021-01-25T08:00:00+00:00,"Аптечной сети 36,6","В «Аптечной сети 36,6» назначен операционный директор - Pharmvestnik",management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMimwFBVV95cUxNbkJLbkc0TTFGejVBN3p6T09saUkycHd3cXN3T3ZhVjliSmkwazU0RmNrTHo5dTV5VEpIZDZ1T3ZxLU5mQjlqVUtrX2hLby1uOTgxa1d6NTVyTXJUYjNTdU45ZHNJUW1nNXJxSGF1dFNxTnVhUDlLekZ0TDFxSVZrVmV2QVJBcFVpTzFTRWZrd3pHOS00eFdDOERWUQ?oc=5,new
2020-08-26T07:00:00+00:00,target=,12 000 000 пользователей и 350 сотрудников: операционный директор Kolesa Group об особенностях работы компании - Weproject.media,management_hire,30,Найден сигнал «management_hire»: операционный директор.,Google News — коммерческий и операционный найм,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQV1lhMnA2YmV4bXhkUXZaQVlIUURTUkYyMTA3djhHN0U3R2QyS3hiejVBdWhSa2JleW5naVQ5QlNPc3VmdFkwT2pnMTBNX0ludUNvSlZFSVBGMjBETktWYUVfa04wUHhST3k0VDdBWGV2VktyZVRIa09hREliOEx4WjRlWlhuMTBIOWhneVlBY2lpemd6MHAwVDBnMkpsX2lqbk9oM0FqbWJ6ckNUV2RYZXFUZW1qOFQyNnhuVXBMdDhqTXFqZy1pTWliQnRfaUhNOGRUZnJlbkbSAeABQVVfeXFMTW9RVHVDaEpJVFFuRmpwQ29YWmdqX3FHaDdmVmZVbHh6MVJqUXZFN0E0bGktWDJKNHJRWWVhUkdobVhFaTVKWW10MW9maWVfbjl6TDdnYlZ1aDdSTUFjR0xsZ04zMEEwUEFwUmdubmlSZC03eTFOLXZ1V1dBb25mUGV6MG54cTFlRHdfd3NoZmkyMlN6eHRtVUZwUDZpM0R1TzhGckY5bjRtTW12cEhzTERPSWtrc0ZiMEZyUHZoNjZ2S1U0MVRRclBxSXFqWmREckhzbVotcUtTNmlCYWtXcGE?oc=5,new
2026-07-16T15:20:37+00:00,Казахстан,Казахстан расширяет сеть заводов по энергетической утилизации отходов - Телеканал Jibek Joly,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMinAFBVV95cUxPRXdac0NmdFgzOHJnTllNNU5ZY19zYU4xYllIbXg4QmkzbkM2UjFvZ216TGZudGg4T2lIUU11ZExNSmNOMDR4VUVtVzdfeVh5QmxQQ0FyanRka1gzMEdYb0JaVkQwWFhGWXZHa1dGSjlYUlFBWDBUYmJOQmJUbV85MVd4VGNoTXBHeUstNzVHNFVsUFh1QUtwcHE3enE?oc=5,new
2026-07-13T11:29:17+00:00,Карты жителя,ПСБ в Ярославской области расширяет сеть партнеров «Карты жителя» - Углич-Онлайн,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPaGoxUG50NEVXeHlXVU16ellpSGp1bi1LMmFEYldRQlZhb2JNeUNNNFcxazdvV09zdmlON3J6WlBjMEtMYmJZWThkaTkzaHB4UDBZdTJjai1mcERCQzMwSldWT2ZyVWRPeE0tbkFGQWFUR2FJLXlHTncwbU9PQVV4YU52TnN6NmhVNU8yRllYQmZNYnlPY2RIQUZiUFlOdHg3YTZjSzRnMFBhLTNoS040WXRTQUw4ZjFBMlFCTXZuTUxlMG4ydXJvVEZSZjkzRENHeU10MGxtX2xGemM?oc=5,new
2026-06-30T11:08:51+00:00,СКФУ,СКФУ получил грант 200 млн рублей на запуск углубленного ИТ образования - Новости Ставрополя и Ставропольского края,funding,25,Найден сигнал «funding»: получил грант.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMiowFBVV95cUxPX1I1MEdSZVZKeTVWWm5XcFJ5WldLNi1nOThQNVNwTFVFWGhqVXd3Q2k5azk4XzRHMEF0ZV9pQ0ttREI3eUk2cmhlS3puVkNLbnQ3UGI5ZTYzR21NMks1RXBXaGpKRDZWOGp2TTBGM2o4Y3ZmSDdJLVJPM2FkQXlSWEpXWF9KakpRLTU2S0VzZXFKZGw0RDdjWE45U1BRZ2ZERXBr?oc=5,new
2026-06-17T07:00:00+00:00,ЭКО Маркет,«ЭКО Маркет» расширяет сеть в Чернигове под руководством новой СЕО - All Retail,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiowFBVV95cUxOQ21ZRFlnUXlNb0ROVDdpd3hyS1JIVVpLczE1dkI1RldnX2pvNU9QOTJTZ3M3ZkV3VFFNMjJZZGdMUmZTTWRBYWtnOXVWME1ZQUFwUzdGb1c3QlhOVTNUQWxER2lVY3FxX2lmMWZTWGRzZ3lXYkpjbVhuY0IwSXlDLWFrNzZLU1ZPWWowSWRFOUd5M1BRbEgwbkdPTVNxVjlaR3pr0gGiAUFVX3lxTE5qamxLNFQxMnRLdkpVcjZGSmFkMVB6LW96dWlNTE05Tjk4TFpORWJsR2FDV3VjWTV1MkdhWjZYaW11ZnhwRjUwbE9ILW5JM2NJSWktZnBKMDFSLTRVbkJwc3FGYWVPYnJDRWJmOE5HVVd0NXdLU3lGT3NMaTVWMHE0WHBxYnluNE4tSkRYR05Xb2pYbFNzNHRjM2FhUVhFM01ZZw?oc=5,new
2026-06-16T07:00:00+00:00,Qazaq Oil,Qazaq Oil расширяет сеть Keruen Inn: новый отель открылся в Каркаралинске - TengriNews,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOcXYtU2p1UldMWS1WRnN4UkNLall0UFNOTE1RcXB0REV4NWFoT2NjQTh6NVl0QjhWQUpYanFhcU1MYVcxaHROMzBQdExSYjhGQlJwY1ExV3B5bWF6a0ZldEF4OUMtbDJoTW9mcUNDallweFpUMHVzUERwZlVPc1UxQ1Z1dHNJODlpQWtqZlZTUmhGc0FNWFAyWXpuZjBRRlNocmFmVVh4dE0?oc=5,new
2026-06-09T07:00:00+00:00,Франция,Франция расширяет сеть морских заповедников в рамках программы ООН по защите Мирового океана - RFI,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMijwZBVV95cUxNLXVNdWVoazNTbWJMRlpwZW05NlRSM0ZYaEk4QkVmanNIWFA2QlozQWtpbWdRNlpTTkRadE1DaTRBT3lfTkVUbkYwcVUwSTIxcXBIQm0xb2dWMDhPRVc5UlZtXy1kaUlOazRUNFVXTEtPR3BzVUplQjJ1MTQ2Nnl1bEk2d21BYmVZU2J6ZnYzaDBJT2sxQkE0TWxEam83eUdHNFJMWnVnT2FTTzBRd1BqUW9pZ09BUlZRdlJJVFBVQThRQjZWN25aZTZBbmxRMGQtUkJ0RHV1bUs5bmxKdDJzeUVLTEJMZHJucnlhRW53S2s4N09HWTFLSzU1WVhUSHRIZC1heU1WNDlXOXJwWDFpV09nRDlCYmRiaW41aTJ3MG45MldZQ0RXaDlSRDVWY0g5Z2F5SFZjNVBDVEI4bllaa1pyUlVYdVp6SkVkcF84bnU3UkVMQmoxVGhGT2RHTFBKWE5pOGtsOXVfUU5XR0ozRzNxMmJENGc4UmFVOTg4MmFsempPZEt2aFlQT09qQ0xJdUp4UHNtcUZYaE5hY3ZpUjgtUWtaMHNsTldMSzlZZDFlQUo3c2t5Ym5vS2pVUWFJWktHNGdJRWU0cEx5SUFXMEhieXRKdzdOdko1NDdBZHVwUnpKMm9LQjd5XzBrTGE0akdEX3VDVVprNEZzSTMtcU9DNlN5dE1WS0dyM3NxNmUxMTRMUjJrVDNpd0RMMHVXZnNONzVCV3ZUemY4Q1pwbkJUNk9nRk12NGxoellDMzBHUF8wRkhzSmZHNW1OdUtSbGRzbGxTTnZ6a21CdzJRVnlVMUtDemk0YnRsQjFuWmEyQnYyb0Z2YU01NUVDbTRhUjlqQ2pxbGpDZVFMSEdCZDkzblBjQmJqVjhVZ0tkR25VUkszbm1oLTg2S2x1WHhYWmg3WEgzN0d0WnFlTU4zSm1QX1ZVaXZlUjNlTVdPUTJfWlE1MzRWZkkySGgtcUU2U0hsN1VFTkNQSDVSZUVqNng3MGl4cHpEb3lTSkVHa1kwMy1wSS16YlBxeW00TUU?oc=5,new
2026-05-26T07:00:00+00:00,Казахстанская компания UvU.kz,Казахстанская компания UvU.kz привлекла инвестиции от крупного азербайджанского фонда - DigitalBusiness.kz,funding,25,Найден сигнал «funding»: привлекла инвестиции.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMixwFBVV95cUxONTVlMmxpcnhKZEc2aFc4VW1Wa2pnU2tEZ3pIcEUyTW5jb3JxVGVteHE5WGFJR0tnVDZJRjRLVjBIZDN1TlhYb3ZlQU93clliWTlJaVJEelpmanNTZHhjMXNiSGx3NUhkLXBWVlZsTUp4R1pMU1ZKX2ZjWThCUGZpWTA2Q1VwSm1EZUtaajc0dFUyc2wtbVhweDcweDlJVFVFWTNKTnkxclF2Ums1VTRjLVFLeHRfX0FHR09nZW9aeGd4aFdRT0ZJ0gHMAUFVX3lxTE1LRlNaNE9pMDVGdGQxWU5wNnFuMC1xWkxqTUROZW1waGZNSEhMTzZaaDhncVY3blgzWEZHMTVKbVJrYWlYOHh6dTJKeUZnMkpseXhPbk5SaFZRQm9rUXdSR01UZG9mbENIVUJsdER3X2xUbmQzRjJwQXRtaldxX0xWcG9MUlNGcFgtVWpOUll0WGRROG5xdzdybHU5MjRmSkVBN1lzLWdzX1NscXJseFJRM1owc2stVDk5QlFNd2FwQUZIb2poMEV1aTllTg?oc=5,new
2026-05-26T07:00:00+00:00,Миллионер из списка Forbes,Миллионер из списка Forbes расширяет сеть медицинских клиник в Казахстане - Forbes.kz,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMirgFBVV95cUxNMEtVNEhsNkdFQ1pvaWpqWHVsenl4OTNGQTdmUUNBV3JKTk9yM2FoVGtmQ21veWZqcWd3Rnp6aDZhQUpaWE51Sk9MMTBYWndjcmlyQzAtQkRKczQyNDZJeGxzZGEzLUVZempLazZ1N25PZ29mS2Q1QUZWOU9tQTlyTkNId2piOWp5bUZoaHJRcTQwR2tWdk5rQ0JpOWJYU0hmMzh4S05TRGdaZW8yWnc?oc=5,new
2026-05-08T07:00:00+00:00,Стоматология в Комрате,Стоматология в Комрате получила грант ЕС на развитие - nokta.md,funding,25,Найден сигнал «funding»: получила грант.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMifEFVX3lxTFBkbHh5b2diY3YxSkNkMkloaFBkZElrdHhwV0dYSnk4NklwSVQyOGtwaWFIVDExTEQxRmRScE4zZ21IQ0Y1SWdqdTBDZU9jaWkxNEhwQmNkQk5sc1ZxejdWb3dTZ1M0VjlHNkh3VFFZOHp4b2VhR2JYLThBSGY?oc=5,new
2026-04-23T07:00:00+00:00,Росатом,«Росатом» расширяет сеть обучающих мероприятий для травматологов-ортопедов - Атомная энергия 2.0,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBkTjEzVXdpSmxWWVpIc0ZBTzhXQXdrX1FOX2xKeDNoNTM2WWt1LU5YZk0ydjFMQUoyYmF2aVEtdXk1MnB1NEpMNlRZLW9rQUY1M2xtcUxlQnlEU2JMdFNGbg?oc=5,new
2026-04-07T07:00:00+00:00,Headway Inc,Headway Inc привлекла инвестиции на ИИ-трансформацию от Horizon Capital. Зачем? Интервью с основателем - Forbes.ua,funding,25,Найден сигнал «funding»: привлекла инвестиции.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMiwAJBVV95cUxPMDg0cDdKSXd5bi1QQjltNUtmYk9xdVZucE1rcW5YZ0NzWjVGX1Ywelp2T05SbC1mVmExbEtERXpyR21IN0tGVTdRQXFYR1g0eHRnM055WHpFNnBMTXc5SnI0blhzTE5qOHNZZGFGOWZqVVJDQ2ZBQThxREU5YmJuWUlsT29pcE5sYU1DNTQ1TW92SXVYZlE0M09CeldJNmp0Mk5kdWtxdlFtYURhS0lhdGFCQl9qZm1jTmUwTnYtSmh6Q1lPZkpQM2pYZ0h1NlNXRy1VWEVoVmlpclYtZWFraUVSM3BuWXNRTnduMEhJVkNkaFV6VVVCb3RjbDBJUFV1MUJ5Q0JzTF9BWTQwMTgzZmM1VEh3SjlpcklsU3VnVHdhNzRaUjB2aXRGRHZEWm9iNTB2dzNzSU5DVGJOMk5TOQ?oc=5,new
2026-03-17T07:00:00+00:00,target=,"43 новых рейса в Тайланд, Мальдивы и Шри-Ланку: Аэрофлот расширяет сеть маршрутов - Tourprom",expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiS0FVX3lxTFBXa2xEUE8xN3B2RUw4alRTSzFxQjRFdnhyNGtSemIzQnV6bWp5ZE4tbDVWaEdtTlNXSGJ6SWgtZ2x4LVMtQ0lJcUt3RQ?oc=5,new
2026-03-12T07:00:00+00:00,Life,Life расширяет сеть 4G: с начала года — более 580 секторов по всей стране - Электронный Солигорск,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQR0VjcXhwZFZvY055NlVOSFBwaU1MRENaOGdUWmhkV0xBVERPNTJzSEFGQjVoeGoybU1UQVNtY1FOMVF1Slh1T3BKaVBYbHptc0NDMkxRVTBlV1MyX3BvS2t2Qy00ajJST2lXWHFOXzQxNU9QaGRjUk90WHdjTDdyb1pDb1RnanZfaHJxYUdwRVdjWExZcE9jbkZDMFVna09ZSWwzOEVqTnQ0N3hUNXVldEc0c3pUbVgyd2hyT0ZHZHgzdw?oc=5,new
2026-03-09T07:00:00+00:00,WB Travel,WB Travel расширяет сеть отелей в Турции - hoteliernews.ru,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMidkFVX3lxTE9Xa2VzS2NaVGFkOThoNGUzM2d2Q2pTeFRkbXRhWC16R1hIaWxvTHlKa0hNdENuNEg1aFhpVFA0eUkzQlhFNUdnS240T3JnOUdPMmVOSFFjei1iZFpkNEFPTVE5WHJNZ3hCSzBkRGlrYWhXMVc2WlE?oc=5,new
2026-03-05T08:00:00+00:00,МегаФон Таджикистан,"Плюс 11: «МегаФон Таджикистан» расширяет сеть офисов обслуживания абонентов - АМИТ ""Ховар""",expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMirAFBVV95cUxPcnpBVHJEdnlJNzN1cFZSSHhBVXF2aUNEbGZRVFZvTHlZSkxOUHVSMmRZM1RobmJkbnc4THhLU0FwTW4tWkNfTmVCeE9Vbk9WZjRhekwzY0J0X3JKek95Z3F1aEJVR21jbW1Ld1lhVjJWOHRZTlhoSFdXZFlzaUs4YzBERjdzblIwMHV1alFSRS1QbVlXNkZrQWMwN2FvUWlfVVVuTDRXV3Nha0FP?oc=5,new
2026-02-26T08:00:00+00:00,Uzum Bank,Uzum Bank расширяет сеть банкоматов по всей стране - Kursiv Media Казахстан: последние новости Казахстана и мира,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMikAFBVV95cUxPWWItQklEOGQxeWR4eHhHLUFWMkFUVmdjQ2p5TXBoQVAyOWRUMko0Q3VMVnI3ODFSamt2MTBIYlY0a2xMV1JGNWd4cm9Dazc1YzgweUg5dmdIZk9kOVZNTW80SVJ6WnBIblpmWFFVU1hqY1NTTHpPTXJoNkFfOEEwVDBfdTlwa2NUbnFPR0I1NjTSAZYBQVVfeXFMT0VWSW5mQ25QOHFwTHFuNThONGRyNFhaeno2d1pfZTF1QTlzSTlPbk5nZ2tNUERwbkhOM1gtVVdyLV9jaVVhTXhNZUNZOF9ES01xdUJVWFNHUmpKalM2NTN0UXoyUWRQNmxLTndVWktMdEJpNzBfNXA0UHhZTmhYZVlwcjJhN0xGLUtQSzA1RHUxLWZHdkZB?oc=5,new
2026-01-22T08:00:00+00:00,"Sky Hunter, создавшая приложение для наведения дронов","Компания Sky Hunter, создавшая приложение для наведения дронов, привлекла инвестиции - LIGA.net",funding,25,Найден сигнал «funding»: привлекла инвестиции.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMixgFBVV95cUxNYnVIRVpHRXM4ZEpaYXFwN1d5MFhQMjI3MGFoWXNtU0NFMHk2Q2hDcGJKZHRERnEyUTRFQWJaMFlIa1ZkMHhOYmpGZzRGVzZqTm5vWmhhN2hCUW1rZ3J1VWJzRmZicjNLR0R3SENkYjVCOWVPbDlmUnJrcEdVV3MtVzNRdGNOeHhpRl9ZRXVqckJ3OGpCWmdWaFhrRlBsclRmTTNYZHhsWnE0YU9jWjl6V2JZTVhhY01WbGQ3Ym41SGFqVzUzVHc?oc=5,new
2026-01-06T04:25:11+00:00,Turkish Airlines,Turkish Airlines расширяет сеть маршрутов из Стамбула - Turkmenportal.com,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMitwFBVV95cUxPUTVMQ3pSRzJIaEhFWmJmNU95NmRteWpMR3AzRmFqN2hyOTBXcXlzRzc3YXpGekRPVG1xektVTHNyek5FbFFweHhrai10bTJqeG5FQzNFZVIybUxDY21JX0N1cVZmU0pfaG51U0Y4dUFVZFRDcXJ1RXFzY0NfbTlTREl0b0FFNTJvcDVwVVd1ZVN1TUp6czNOSGhTcG5KdEZ5dnlBQzNVY3RXSWVDQXhhcWlRdldMYm8?oc=5,new
2025-12-22T08:00:00+00:00,Александр Ванюшкин: ВТБ,Александр Ванюшкин: ВТБ расширяет сеть и делает акцент на персональный подход - DK.RU,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1QWjZDcjFWNTZmZXBraEJhRGVzdE0zUHUtY1NlZHFjMEFZZjZpYVRPV1RwZmgwQko1ekg1eXFmQjlwbXRJU0lPT0RxeGtmY0ZKdFHSAVdBVV95cUxOdU40QngzTEMyNHVqUl9zV3YwVWwwRHJNV1c1aEZFNDRVVHh2bThwa2ZqOTljZnAybDg4a3lWX0g1OGFoN3dZU2tEbmRINW9ra0ZpX1dRTGM?oc=5,new
2025-12-10T08:00:00+00:00,Castelion,Компания Castelion привлекла инвестиции для производства гиперзвуковых ракет - Armiya.az,funding,25,Найден сигнал «funding»: привлекла инвестиции.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMiR0FVX3lxTE5EVEtOX3V0dDRucDBfUzAzUFVoS3R1QnlvUHBLM0dfSmFkVjZfNlhoZjFVaDJUUnNyQ1p4X0xpMGZmN2s4eTgw?oc=5,new
2025-12-02T08:00:00+00:00,Street Beat,Street Beat расширяет сеть с детской секцией - profashion.ru,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMif0FVX3lxTFBTblBtaUljTmpxeWFFRUZWQ0xRWlhaRUZkWkt0ZVRVS0FOMzl6emo1Wkk2VkNTZHA0TVNodlJCeUx5MVExOEpyd1BGQjFtVDZTOS1xUVFTRlJpVzA1V2hMQ0J4Y0JEMklTckJNR0JqeC1QbFU1S19zT3JmbVdHc2c?oc=5,new
2025-10-01T07:00:00+00:00,ВТБ,ВТБ расширяет сеть отделений в Ленинградской области - spbdnevnik.ru,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMilgFBVV95cUxNZ2k2d3hOblo3TlBTTUIxbkkwQ1BrM2VHV3BMWjZhLWxfcEI5ajNzeklBZ0Etb2lwZjRucDhzSVgxQVotbGFTM2VtbU5rNm5na21YV0F1aF9ESGY4NjUxbzUxMzJkNERKR3RYeG51QVg3YmdXMzBhUVlnSDd4aGJqaEJuenFJVi1CNFRjeGxPY2VMZ2t4WGc?oc=5,new
2025-09-26T07:00:00+00:00,Beeline,Beeline расширяет сеть в Восточном Казахстане: быстрый интернет в Усть-Каменогорске и Риддере - Риддерский городской портал,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMiywFBVV95cUxNcnYwRWZhd054Y05vY3BkWDRWRk9SUjZyYWVjZC1YbVpVcDVGTnpmMHA1SE5WZEdldWVGSTBiSnh0VUFGcjJjdHZ5cWwtT1ZxVDFlRmF6c0VmTHB4UlB2MjFHUjJPRWcxY0Q3TzJXaWhuNFFCOE1kd25nYjNILTJxYVlEYmlvWVdrNk9keG1oVlpEbWk0Qzloem9reGltc3pfZ0dpSDQ4dWloaXJoeExqSjY4d3prMS03eVVlVldnSUVBNEdnRHpUMm5VZw?oc=5,new
2025-05-22T07:00:00+00:00,AT&T,AT&T расширяет сеть за счет активов Lumen – Публикации - Finversia,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMikAFBVV95cUxPZjVFd1UtZkNPc1FyM2VZcU12ZW93YXBGMzdSV3V3c2JBb0hQWlFtWnBvUG5jaGdTM3A4ZG9qXzBPalB4dDBpMEV5aE0yZUJSNml1SnBpbnZlN2Z4bmExeWNEUm9yMXRhMlVPNmpZbmgzUjU0RFVuUGdBOFNDRm43d3ozb1RLX3diTlRtXzRHb0c?oc=5,new
2024-12-06T08:00:00+00:00,Home Credit Bank,Home Credit Bank расширяет сеть отделений в Алматы - lsm.kz,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMidEFVX3lxTE1tUk9hZXdIUW1WTndBRXN4cV9WNmpIQ3dnR09uenV3YjRrX01nNEFKNFl6aTRxR3BUVHY2RGVMRmRILWRqUnBuRDljaWo3ZTl6WFI4cFphVS1OanhFZnBxRE80ay1KQ3pmRElQVjQ1czJXQ0JS?oc=5,new
2024-11-27T08:00:00+00:00,Точка А,Компания «Точка А» получила грант за разработку уникального диспергента для ликвидации морских разливов нефти - Медиапалуба,funding,25,Найден сигнал «funding»: получила грант.,Google News — гранты и инвестиции,https://news.google.com/rss/articles/CBMiR0FVX3lxTE4yVVhwX2F4ekd2WVl6RDkzbHJmUXVlNGt2OU9IcTZWbEdFS3ZCcHY4ZFQ5RTJDd0JSVXlnMHNlMkszblAxU1dn?oc=5,new
2024-10-03T07:00:00+00:00,Bakai Bank,Bakai Bank расширяет сеть круглосуточных зон самообслуживания - 24.KG,expansion,25,Найден сигнал «expansion»: расширяет сеть.,Google News — расширение бизнеса,https://news.google.com/rss/articles/CBMioAFBVV95cUxPU0hYQ2dlZy1TZU9BWDJfN3VhQWc2cHotalNPOEtZb3RMZFlpNGFpQVpiT1ZIZFFCaDBPYTZaOURQa2kydXdzNzFoQy1jcWp3Z3NBYThCOUY1QjVXQzZ5dng0OU43aXU4dEVjVHRLRGdZSGpqNDJ0Qzgzd1dVNGVrdFh6aEE0d2NOWENVazZZNTRkSzJlMVFMNlA1OEZSV2o50gGmAUFVX3lxTE5zTVNxd0RwSXBobTBGUXJyNDFuSU5WRy1famJGMGRmeWwzWE5keFFzdVVsYTFRQksxNFdPSHk1dUxYd2loOHBRalZXQ3VBaWstUzFTc0ZzS0t2X2FJTWRrbmJQa0otSk03TjVTc1p0ekluSzgxOTItU1ZVVURyT0phcWtRZGJNVE1FZTV2ZUZDel9tWHVMckNEZTlqRjhLeWVSWWdtS0E?oc=5,new
